Ortholog	Type	Chr	Species	D_spp	dN	dS	dNdS
Pa_5_10740	Random	5	bellae-mahoneyi	0.041667	0.025526	0.021413	1.192087
Pa_5_10740	Random	5	pseudoanserina	0.034757	0.023161	0.073646	0.314491
Pa_5_10740	Random	5	pseudopauciseta	0.032738	0.023166	0.064935	0.356757
Pa_5_10740	Random	5	pseudocomata	NA	NA	NA	NA
Pa_5_11550	Random	5	pauciseta	0.002786	0.002350	0.004255	0.552291
Pa_5_11550	Random	5	comata	0.002793	0.001175	0.008511	0.138073
Pa_5_11550	Random	5	bellae-mahoneyi	0.008357	0.001175	0.034091	0.034456
Pa_5_11550	Random	5	pseudoanserina	0.003714	0.001175	0.012766	0.092049
Pa_5_11550	Random	5	pseudopauciseta	0.004643	0.002350	0.012766	0.184097
Pa_5_11550	Random	5	pseudocomata	0.004604	0.000000	0.021277	0.000000
Pa_5_11813	Random	5	pauciseta	0.039732	0.036541	0.048518	0.753147
Pa_5_11813	Random	5	comata	0.029442	0.023926	0.041538	0.575986
Pa_5_11813	Random	5	bellae-mahoneyi	0.040000	0.015954	0.011530	1.383736
Pa_5_11813	Random	5	pseudoanserina	0.031088	0.028578	0.034615	0.825580
Pa_5_11813	Random	5	pseudopauciseta	NA	NA	NA	NA
Pa_5_11813	Random	5	pseudocomata	0.039548	0.008635	0.016185	0.533520
Pa_5_12300	Random	5	pauciseta	0.018135	0.013519	0.028037	0.482163
Pa_5_12300	Random	5	comata	0.027634	0.021312	0.034783	0.612731
Pa_5_12300	Random	5	bellae-mahoneyi	0.021378	0.006769	0.010465	0.646860
Pa_5_12300	Random	5	pseudoanserina	0.019851	0.005643	0.010453	0.539880
Pa_5_12300	Random	5	pseudopauciseta	0.017370	0.005643	0.006969	0.809819
Pa_5_12300	Random	5	pseudocomata	0.031979	0.023569	0.052632	0.447811
Pa_5_1270	Random	5	pauciseta	0.019425	0.008118	0.043118	0.188268
Pa_5_1270	Random	5	comata	0.010878	0.002029	0.039823	0.050953
Pa_5_1270	Random	5	bellae-mahoneyi	0.016317	0.006085	0.049834	0.122110
Pa_5_1270	Random	5	pseudoanserina	0.010878	0.001014	0.043237	0.023449
Pa_5_1270	Random	5	pseudopauciseta	0.012432	0.001014	0.049834	0.020352
Pa_5_1270	Random	5	pseudocomata	0.011655	0.001014	0.046615	0.021742
Pa_5_140	Random	5	pauciseta	0.010612	0.002385	0.040658	0.058669
Pa_5_140	Random	5	comata	0.010612	0.003180	0.037754	0.084242
Pa_5_140	Random	5	bellae-mahoneyi	0.013733	0.003180	0.052326	0.060767
Pa_5_140	Random	5	pseudoanserina	0.012484	0.002385	0.049371	0.048315
Pa_5_140	Random	5	pseudopauciseta	0.011860	0.002385	0.046467	0.051335
Pa_5_140	Random	5	pseudocomata	0.014981	0.003179	0.058168	0.054656
Pa_5_1750	Random	5	pauciseta	0.007238	0.002087	0.024533	0.085083
Pa_5_1750	Random	5	comata	0.011299	0.004176	0.035006	0.119297
Pa_5_1750	Random	5	bellae-mahoneyi	0.010454	0.002088	0.038540	0.054164
Pa_5_1750	Random	5	pseudoanserina	0.009650	0.003653	0.028037	0.130284
Pa_5_1750	Random	5	pseudopauciseta	0.007238	0.003653	0.019276	0.189503
Pa_5_1750	Random	5	pseudocomata	0.009248	0.005216	0.022814	0.228636
Pa_5_2690	Random	5	pauciseta	0.009212	0.005309	0.022371	0.237293
Pa_5_2690	Random	5	comata	0.008871	0.004423	0.022382	0.197616
Pa_5_2690	Random	5	bellae-mahoneyi	0.011600	0.008399	0.022427	0.374503
Pa_5_2690	Random	5	pseudoanserina	0.013306	0.005305	0.040369	0.131405
Pa_5_2690	Random	5	pseudopauciseta	0.012624	0.005745	0.035910	0.159994
Pa_5_2690	Random	5	pseudocomata	0.008871	0.005306	0.019417	0.273270
Pa_5_3030	Random	5	pauciseta	0.005900	0.000772	0.022481	0.034357
Pa_5_3030	Random	5	comata	0.007670	0.002317	0.024979	0.092765
Pa_5_3030	Random	5	bellae-mahoneyi	0.012979	0.003861	0.042518	0.090798
Pa_5_3030	Random	5	pseudoanserina	0.015339	0.006178	0.045000	0.137280
Pa_5_3030	Random	5	pseudopauciseta	0.014749	0.004633	0.047520	0.097488
Pa_5_3030	Random	5	pseudocomata	0.008850	0.002316	0.030025	0.077136
Pa_5_3840	Random	5	pauciseta	0.008475	0.003669	0.019060	0.192499
Pa_5_3840	Random	5	comata	0.015066	0.004886	0.045918	0.106406
Pa_5_3840	Random	5	bellae-mahoneyi	0.012172	0.004828	0.030361	0.159022
Pa_5_3840	Random	5	pseudoanserina	0.007407	0.003667	0.019084	0.192176
Pa_5_3840	Random	5	pseudopauciseta	0.012172	0.007335	0.026718	0.274537
Pa_5_3840	Random	5	pseudocomata	0.021033	0.013296	0.015113	0.879734
Pa_5_4730	Random	5	pauciseta	0.012386	0.004848	0.038725	0.125195
Pa_5_4730	Random	5	comata	0.012924	0.007612	0.031553	0.241256
Pa_5_4730	Random	5	bellae-mahoneyi	0.017232	0.007620	0.045949	0.165843
Pa_5_4730	Random	5	pseudoanserina	0.012386	0.005536	0.036408	0.152065
Pa_5_4730	Random	5	pseudopauciseta	0.011847	0.004845	0.036378	0.133195
Pa_5_4730	Random	5	pseudocomata	0.013463	0.006230	0.038804	0.160547
Pa_5_5570	Random	5	pauciseta	0.007946	0.003699	0.020811	0.177748
Pa_5_5570	Random	5	comata	0.008741	0.004754	0.020839	0.228128
Pa_5_5570	Random	5	bellae-mahoneyi	0.010727	0.005284	0.027215	0.194179
Pa_5_5570	Random	5	pseudoanserina	0.011124	0.005812	0.027222	0.213521
Pa_5_5570	Random	5	pseudopauciseta	0.011919	0.006867	0.027244	0.252074
Pa_5_5570	Random	5	pseudocomata	0.008741	0.006341	0.016009	0.396125
Pa_5_5690	Random	5	pauciseta	0.014409	0.003804	0.047556	0.079987
Pa_5_5690	Random	5	comata	0.011527	0.005072	0.031704	0.159975
Pa_5_5690	Random	5	bellae-mahoneyi	0.019212	0.007611	0.055409	0.137360
Pa_5_5690	Random	5	pseudoanserina	0.014409	0.006342	0.039578	0.160254
Pa_5_5690	Random	5	pseudopauciseta	0.013449	0.007611	0.031662	0.240381
Pa_5_5690	Random	5	pseudocomata	0.015370	0.007608	0.039630	0.191970
Pa_5_6300	Random	5	pauciseta	0.005174	0.002117	0.015529	0.136299
Pa_5_6300	Random	5	comata	0.008987	0.004233	0.025095	0.168664
Pa_5_6300	Random	5	bellae-mahoneyi	0.009267	0.002822	0.031045	0.090913
Pa_5_6300	Random	5	pseudoanserina	0.009532	0.003528	0.029851	0.118187
Pa_5_6300	Random	5	pseudopauciseta	0.010621	0.004939	0.029863	0.165376
Pa_5_6300	Random	5	pseudocomata	0.008170	0.002822	0.026279	0.107387
Pa_5_670	Random	5	pauciseta	0.010730	0.009153	0.016367	0.559268
Pa_5_670	Random	5	comata	0.015737	0.010994	0.032626	0.336967
Pa_5_670	Random	5	bellae-mahoneyi	0.017883	0.013730	0.032733	0.419451
Pa_5_670	Random	5	pseudoanserina	0.015021	0.010072	0.032698	0.308027
Pa_5_670	Random	5	pseudopauciseta	0.015737	0.009156	0.039237	0.233354
Pa_5_670	Random	5	pseudocomata	0.012876	0.007326	0.032680	0.224176
Pa_5_6830	Random	5	pauciseta	0.012612	0.005173	0.035319	0.146477
Pa_5_6830	Random	5	comata	0.014449	0.006712	0.038126	0.176055
Pa_5_6830	Random	5	bellae-mahoneyi	0.015284	0.006273	0.042964	0.146003
Pa_5_6830	Random	5	pseudoanserina	0.015618	0.006382	0.043328	0.147298
Pa_5_6830	Random	5	pseudopauciseta	0.016120	0.007152	0.042988	0.166368
Pa_5_6830	Random	5	pseudocomata	0.014867	0.007263	0.037764	0.192335
Pa_5_7040	Random	5	pauciseta	0.005195	0.000000	0.022528	0.000000
Pa_5_7040	Random	5	comata	0.006926	0.001125	0.026283	0.042814
Pa_5_7040	Random	5	bellae-mahoneyi	0.015584	0.005624	0.048872	0.115082
Pa_5_7040	Random	5	pseudoanserina	0.006944	0.001125	0.026283	0.042814
Pa_5_7040	Random	5	pseudopauciseta	0.007812	0.001125	0.030038	0.037462
Pa_5_7040	Random	5	pseudocomata	0.007792	0.001125	0.030038	0.037462
Pa_5_8380	Random	5	pauciseta	0.000000	0.000000	0.000000	0.000000
Pa_5_8380	Random	5	comata	0.007487	0.002845	0.021309	0.133524
Pa_5_8380	Random	5	bellae-mahoneyi	0.006806	0.001313	0.024369	0.053879
Pa_5_8380	Random	5	pseudoanserina	0.006466	0.001313	0.024356	0.053914
Pa_5_8380	Random	5	pseudopauciseta	0.008167	0.001094	0.031206	0.035066
Pa_5_8380	Random	5	pseudocomata	0.011230	0.002188	0.042656	0.051297
Pa_6_10690	Random	6	pauciseta	0.013283	0.007398	0.032129	0.230271
Pa_6_10690	Random	6	comata	0.012579	0.008186	0.026714	0.306412
Pa_6_10690	Random	6	bellae-mahoneyi	0.021397	0.013904	0.042516	0.327034
Pa_6_10690	Random	6	pseudoanserina	0.016352	0.006577	0.048171	0.136537
Pa_6_10690	Random	6	pseudopauciseta	0.015723	0.007400	0.042800	0.172905
Pa_6_10690	Random	6	pseudocomata	0.017003	0.013982	0.018708	0.747381
Pa_6_10850	Random	6	pauciseta	0.013317	0.006494	0.032423	0.200295
Pa_6_10850	Random	6	comata	0.009988	0.004329	0.028837	0.150104
Pa_6_10850	Random	6	bellae-mahoneyi	0.012068	0.006491	0.028863	0.224892
Pa_6_10850	Random	6	pseudoanserina	0.015397	0.007030	0.037918	0.185407
Pa_6_10850	Random	6	pseudopauciseta	0.017062	0.006490	0.048736	0.133165
Pa_6_10850	Random	6	pseudocomata	0.011652	0.006492	0.027051	0.239978
Pa_6_1210	Random	6	pauciseta	0.008772	0.001494	0.032564	0.045883
Pa_6_1210	Random	6	comata	0.006865	0.000996	0.026030	0.038276
Pa_6_1210	Random	6	bellae-mahoneyi	0.008391	0.002490	0.027680	0.089966
Pa_6_1210	Random	6	pseudoanserina	0.008009	0.000498	0.032556	0.015300
Pa_6_1210	Random	6	pseudopauciseta	0.008009	0.000498	0.032520	0.015321
Pa_6_1210	Random	6	pseudocomata	0.006865	0.001992	0.022789	0.087427
Pa_6_2760	Random	6	pauciseta	0.012281	0.005706	0.034134	0.167153
Pa_6_2760	Random	6	comata	0.014912	0.007979	0.038071	0.209574
Pa_6_2760	Random	6	bellae-mahoneyi	0.012281	0.007980	0.026633	0.299639
Pa_6_2760	Random	6	pseudoanserina	0.016667	0.010264	0.037999	0.270120
Pa_6_2760	Random	6	pseudopauciseta	0.019298	0.012536	0.038095	0.329060
Pa_6_2760	Random	6	pseudocomata	0.014912	0.006847	0.041719	0.164114
Pa_6_3070	Random	6	pauciseta	0.009579	0.003087	0.032028	0.096385
Pa_6_3070	Random	6	comata	0.005747	0.002470	0.017082	0.144577
Pa_6_3070	Random	6	bellae-mahoneyi	0.011511	0.004323	0.036273	0.119173
Pa_6_3070	Random	6	pseudoanserina	0.007809	0.003705	0.021337	0.173652
Pa_6_3070	Random	6	pseudopauciseta	0.010057	0.005556	0.025632	0.216766
Pa_6_3070	Random	6	pseudocomata	0.011015	0.005560	0.029840	0.186311
Pa_6_3220	Random	6	pauciseta	0.007874	0.005870	0.013738	0.427265
Pa_6_3220	Random	6	comata	0.011374	0.007045	0.024027	0.293207
Pa_6_3220	Random	6	bellae-mahoneyi	0.006999	0.005872	0.010292	0.570562
Pa_6_3220	Random	6	pseudoanserina	0.014873	0.005870	0.041214	0.142422
Pa_6_3220	Random	6	pseudopauciseta	0.013998	0.005870	0.037779	0.155369
Pa_6_3220	Random	6	pseudocomata	0.010499	0.008219	0.013730	0.598630
Pa_6_3340	Random	6	pauciseta	0.009551	0.004408	0.025700	0.171501
Pa_6_3340	Random	6	comata	0.009565	0.003777	0.027695	0.136382
Pa_6_3340	Random	6	bellae-mahoneyi	0.007163	0.002519	0.021746	0.115819
Pa_6_3340	Random	6	pseudoanserina	0.013849	0.003776	0.045530	0.082943
Pa_6_3340	Random	6	pseudopauciseta	0.013849	0.005034	0.041612	0.120965
Pa_6_3340	Random	6	pseudocomata	0.010506	0.002518	0.035608	0.070717
Pa_6_4130	Random	6	pauciseta	0.009181	0.004642	0.023610	0.196600
Pa_6_4130	Random	6	comata	0.009887	0.003712	0.026588	0.139624
Pa_6_4130	Random	6	bellae-mahoneyi	0.015537	0.008359	0.038310	0.218195
Pa_6_4130	Random	6	pseudoanserina	0.016949	0.008360	0.044183	0.189224
Pa_6_4130	Random	6	pseudopauciseta	0.018362	0.009288	0.047151	0.196981
Pa_6_4130	Random	6	pseudocomata	0.009887	0.004638	0.023680	0.195838
Pa_6_4250	Random	6	pauciseta	0.011571	0.007321	0.024691	0.296486
Pa_6_4250	Random	6	comata	0.010452	0.005860	0.024641	0.237832
Pa_6_4250	Random	6	bellae-mahoneyi	0.011999	0.006836	0.026194	0.260972
Pa_6_4250	Random	6	pseudoanserina	0.013423	0.007321	0.030864	0.237189
Pa_6_4250	Random	6	pseudopauciseta	0.014914	0.008296	0.033959	0.244294
Pa_6_4250	Random	6	pseudocomata	0.012621	0.006838	0.030793	0.222051
Pa_6_5720	Random	6	pauciseta	0.006510	0.001716	0.021578	0.079543
Pa_6_5720	Random	6	comata	0.008138	0.001716	0.028334	0.060568
Pa_6_5720	Random	6	bellae-mahoneyi	0.008138	0.002575	0.025618	0.100505
Pa_6_5720	Random	6	pseudoanserina	0.009766	0.002147	0.033662	0.063766
Pa_6_5720	Random	6	pseudopauciseta	0.009115	0.002575	0.029636	0.086903
Pa_6_5720	Random	6	pseudocomata	0.008138	0.001287	0.029716	0.043297
Pa_6_5880	Random	6	pauciseta	0.003182	0.000000	0.013994	0.000000
Pa_6_5880	Random	6	comata	0.003190	0.001026	0.010526	0.097436
Pa_6_5880	Random	6	bellae-mahoneyi	0.006395	0.002050	0.021102	0.097142
Pa_6_5880	Random	6	pseudoanserina	0.008052	0.001025	0.028120	0.036456
Pa_6_5880	Random	6	pseudopauciseta	0.008857	0.002052	0.031560	0.065006
Pa_6_5880	Random	6	pseudocomata	0.005582	0.001025	0.021077	0.048644
Pa_6_6010	Random	6	pauciseta	0.005910	0.001569	0.019154	0.081938
Pa_6_6010	Random	6	comata	0.009456	0.001569	0.033520	0.046822
Pa_6_6010	Random	6	bellae-mahoneyi	0.011820	0.001569	0.043097	0.036417
Pa_6_6010	Random	6	pseudoanserina	0.011820	0.003139	0.038308	0.081938
Pa_6_6010	Random	6	pseudopauciseta	0.013002	0.003139	0.043097	0.072834
Pa_6_6010	Random	6	pseudocomata	0.010638	0.003138	0.033546	0.093545
Pa_6_6860	Random	6	pauciseta	0.006763	0.001277	0.023810	0.053640
Pa_6_6860	Random	6	comata	0.015459	0.007643	0.040000	0.191083
Pa_6_6860	Random	6	bellae-mahoneyi	0.011594	0.005105	0.031809	0.160498
Pa_6_6860	Random	6	pseudoanserina	0.009662	0.001276	0.035785	0.035666
Pa_6_6860	Random	6	pseudopauciseta	0.008696	0.001276	0.031809	0.040124
Pa_6_6860	Random	6	pseudocomata	0.009662	0.001276	0.035809	0.035635
Pa_6_7100	Random	6	pauciseta	0.000969	0.000000	0.004225	0.000000
Pa_6_7100	Random	6	comata	0.008721	0.003774	0.025316	0.149057
Pa_6_7100	Random	6	bellae-mahoneyi	0.014535	0.002515	0.054891	0.045822
Pa_6_7100	Random	6	pseudoanserina	0.017442	0.007538	0.050847	0.148241
Pa_6_7100	Random	6	pseudopauciseta	0.017442	0.007538	0.050847	0.148241
Pa_6_7100	Random	6	pseudocomata	0.013566	0.003770	0.042313	0.089108
Pa_6_7770	Random	6	pauciseta	0.006163	0.003414	0.014508	0.235331
Pa_6_7770	Random	6	comata	0.026708	0.013657	0.062176	0.219643
Pa_6_7770	Random	6	bellae-mahoneyi	0.020051	0.011601	0.043599	0.266097
Pa_6_7770	Random	6	pseudoanserina	0.030303	0.018411	0.056191	0.327651
Pa_6_7770	Random	6	pseudopauciseta	0.033385	0.018405	0.070833	0.259834
Pa_6_7770	Random	6	pseudocomata	0.011299	0.008193	0.020733	0.395175
Pa_6_8460	Random	6	pauciseta	0.009646	0.004892	0.025278	0.193541
Pa_6_8460	Random	6	comata	0.010182	0.004194	0.029851	0.140510
Pa_6_8460	Random	6	bellae-mahoneyi	0.016613	0.009775	0.036881	0.265056
Pa_6_8460	Random	6	pseudoanserina	0.012862	0.006289	0.034496	0.182299
Pa_6_8460	Random	6	pseudopauciseta	0.012326	0.006987	0.027597	0.253193
Pa_6_8460	Random	6	pseudocomata	0.012326	0.005594	0.034404	0.162611
Pa_7_11300	Random	7	pauciseta	0.008192	0.000810	0.034107	0.023737
Pa_7_11300	Random	7	comata	0.008822	0.001619	0.034107	0.047474
Pa_7_11300	Random	7	bellae-mahoneyi	0.010082	0.001619	0.039792	0.040692
Pa_7_11300	Random	7	pseudoanserina	0.008192	0.001619	0.031265	0.051790
Pa_7_11300	Random	7	pseudopauciseta	0.008192	0.001619	0.031265	0.051790
Pa_7_11300	Random	7	pseudocomata	0.006931	0.001619	0.025580	0.063299
Pa_7_11560	Random	7	pauciseta	0.006048	0.004330	0.010657	0.406322
Pa_7_11560	Random	7	comata	0.008737	0.005187	0.015950	0.325169
Pa_7_11560	Random	7	bellae-mahoneyi	0.010818	0.007980	0.018962	0.420845
Pa_7_11560	Random	7	pseudoanserina	0.010818	0.005334	0.024379	0.218798
Pa_7_11560	Random	7	pseudopauciseta	0.009466	0.005335	0.018953	0.281480
Pa_7_11560	Random	7	pseudocomata	0.008790	0.002660	0.027100	0.098138
Pa_7_2690	Random	7	pauciseta	0.009780	0.007377	0.017975	0.410434
Pa_7_2690	Random	7	comata	0.011410	0.007379	0.023353	0.315963
Pa_7_2690	Random	7	bellae-mahoneyi	0.016300	0.011064	0.032374	0.341763
Pa_7_2690	Random	7	pseudoanserina	0.013447	0.006844	0.034265	0.199734
Pa_7_2690	Random	7	pseudopauciseta	0.013855	0.008425	0.032432	0.259786
Pa_7_2690	Random	7	pseudocomata	0.010595	0.008426	0.016211	0.519773
Pa_7_2990	Random	7	pauciseta	0.003854	0.004201	0.002726	1.541101
Pa_7_2990	Random	7	comata	0.008992	0.007562	0.013630	0.554796
Pa_7_2990	Random	7	bellae-mahoneyi	0.016057	0.010914	0.030068	0.362962
Pa_7_2990	Random	7	pseudoanserina	0.011561	0.007561	0.024545	0.308037
Pa_7_2990	Random	7	pseudopauciseta	0.012203	0.007560	0.027285	0.277068
Pa_7_2990	Random	7	pseudocomata	0.009634	0.007566	0.016327	0.463430
Pa_7_3720	Random	7	pauciseta	0.010204	0.008093	0.014821	0.546066
Pa_7_3720	Random	7	comata	0.019274	0.014700	0.034696	0.423689
Pa_7_3720	Random	7	bellae-mahoneyi	0.019841	0.019115	0.017334	1.102771
Pa_7_3720	Random	7	pseudoanserina	0.018707	0.018380	0.019810	0.927812
Pa_7_3720	Random	7	pseudopauciseta	0.019274	0.019108	0.019835	0.963376
Pa_7_3720	Random	7	pseudocomata	0.014172	0.011017	0.024845	0.443445
Pa_7_4040	Random	7	pauciseta	0.018519	0.013144	0.036063	0.364471
Pa_7_4040	Random	7	comata	0.018512	0.011025	0.042063	0.262100
Pa_7_4040	Random	7	bellae-mahoneyi	0.025359	0.019508	0.043544	0.448013
Pa_7_4040	Random	7	pseudoanserina	0.021732	0.016113	0.037556	0.429037
Pa_7_4040	Random	7	pseudopauciseta	0.023833	0.016958	0.046605	0.363858
Pa_7_4040	Random	7	pseudocomata	0.018224	0.013155	0.032959	0.399138
Pa_7_4900	Random	7	pauciseta	0.013468	0.006158	0.037321	0.165012
Pa_7_4900	Random	7	comata	0.017508	0.006164	0.051527	0.119623
Pa_7_4900	Random	7	bellae-mahoneyi	0.013468	0.006157	0.034466	0.178652
Pa_7_4900	Random	7	pseudoanserina	0.016162	0.005280	0.048757	0.108295
Pa_7_4900	Random	7	pseudopauciseta	0.018855	0.007920	0.051625	0.153417
Pa_7_4900	Random	7	pseudocomata	0.011448	0.003521	0.037267	0.094470
Pa_7_7260	Random	7	pauciseta	0.005316	0.001653	0.016720	0.098835
Pa_7_7260	Random	7	comata	0.010338	0.004959	0.026981	0.183811
Pa_7_7260	Random	7	bellae-mahoneyi	0.009381	0.005370	0.021870	0.245565
Pa_7_7260	Random	7	pseudoanserina	0.010944	0.006611	0.024427	0.270650
Pa_7_7260	Random	7	pseudopauciseta	0.010632	0.005371	0.027004	0.198903
Pa_7_7260	Random	7	pseudocomata	0.008443	0.003716	0.023191	0.160244
Pa_7_9193	Random	7	pauciseta	0.006814	0.006069	0.008460	0.717411
Pa_7_9193	Random	7	comata	0.015766	0.015081	0.014680	1.027307
Pa_7_9193	Random	7	bellae-mahoneyi	0.020904	0.016602	0.029484	0.563074
Pa_7_9193	Random	7	pseudoanserina	0.015280	0.012026	0.022989	0.523112
Pa_7_9193	Random	7	pseudopauciseta	0.015873	0.012851	0.023199	0.553965
Pa_7_9193	Random	7	pseudocomata	0.017634	0.013638	0.023199	0.587884
Pa_7_9920	Random	7	pauciseta	0.006887	0.004526	0.014402	0.314225
Pa_7_9920	Random	7	comata	0.009642	0.003622	0.028763	0.125928
Pa_7_9920	Random	7	bellae-mahoneyi	0.011019	0.006330	0.025999	0.243473
Pa_7_9920	Random	7	pseudoanserina	0.007576	0.002715	0.023066	0.117686
Pa_7_9920	Random	7	pseudopauciseta	0.008264	0.003619	0.023077	0.156815
Pa_7_9920	Random	7	pseudocomata	0.008264	0.004522	0.020212	0.223739
nwd5	NLR_HIC	5	pauciseta	0.000923	0.000798	0.001340	0.595716
nwd5	NLR_HIC	5	comata	0.037515	0.030741	0.046844	0.656238
nwd5	NLR_HIC	5	bellae-mahoneyi	0.042743	0.033878	0.064603	0.524404
nwd5	NLR_HIC	5	pseudoanserina	0.036285	0.030313	0.049676	0.610222
nwd5	NLR_HIC	5	pseudopauciseta	0.037823	0.029890	0.052502	0.569323
nwd5	NLR_HIC	5	pseudocomata	0.032873	0.025921	0.037618	0.689054
nwd2	NLR_HIC	3	pauciseta	0.034410	0.017363	0.021066	0.824206
nwd2	NLR_HIC	3	comata	0.024320	0.019666	0.028782	0.683300
nwd2	NLR_HIC	3	bellae-mahoneyi	0.036461	0.030110	0.030593	0.984221
nwd2	NLR_HIC	3	pseudoanserina	0.025812	0.019101	0.034461	0.554280
nwd2	NLR_HIC	3	pseudopauciseta	NA	NA	NA	NA
nwd2	NLR_HIC	3	pseudocomata	0.026054	0.021404	0.023018	0.929875
nwd3	NLR_HIC	5	pauciseta	0.022289	0.017054	0.023540	0.724467
nwd3	NLR_HIC	5	comata	0.032269	0.024934	0.037344	0.667687
nwd3	NLR_HIC	5	bellae-mahoneyi	0.041583	0.031487	0.056760	0.554732
nwd3	NLR_HIC	5	pseudoanserina	0.032601	0.020099	0.058306	0.344714
nwd3	NLR_HIC	5	pseudopauciseta	0.081171	0.058049	0.126770	0.457907
nwd3	NLR_HIC	5	pseudocomata	NA	NA	NA	NA
nwd1	NLR_HIC	3	pauciseta	0.015858	0.011213	0.028188	0.397781
nwd1	NLR_HIC	3	comata	NA	NA	NA	NA
nwd1	NLR_HIC	3	bellae-mahoneyi	NA	NA	NA	NA
nwd1	NLR_HIC	3	pseudoanserina	0.019347	0.017018	0.025543	0.666253
nwd1	NLR_HIC	3	pseudopauciseta	0.019029	0.013287	0.034915	0.380559
nwd1	NLR_HIC	3	pseudocomata	0.018078	0.014101	0.028308	0.498125
het-e	NLR_HIC	4	pauciseta	0.030324	0.023775	0.046570	0.510514
het-e	NLR_HIC	4	comata	0.019473	0.011880	0.031611	0.375833
het-e	NLR_HIC	4	bellae-mahoneyi	NA	NA	NA	NA
het-e	NLR_HIC	4	pseudoanserina	0.030984	0.022854	0.055919	0.408692
het-e	NLR_HIC	4	pseudopauciseta	0.030984	0.022854	0.055919	0.408692
het-e	NLR_HIC	4	pseudocomata	NA	NA	NA	NA
hnwd3	NLR_HIC	7	pauciseta	0.002371	0.002193	0.002978	0.736369
hnwd3	NLR_HIC	7	comata	NA	NA	NA	NA
hnwd3	NLR_HIC	7	bellae-mahoneyi	NA	NA	NA	NA
hnwd3	NLR_HIC	7	pseudoanserina	NA	NA	NA	NA
hnwd3	NLR_HIC	7	pseudopauciseta	NA	NA	NA	NA
hnwd3	NLR_HIC	7	pseudocomata	NA	NA	NA	NA
nwd6	NLR_HIC	5	pauciseta	0.145135	0.093071	0.163906	0.567831
nwd6	NLR_HIC	5	comata	0.158519	0.114231	0.202581	0.563878
nwd6	NLR_HIC	5	bellae-mahoneyi	NA	NA	NA	NA
nwd6	NLR_HIC	5	pseudoanserina	0.154074	0.112808	0.182598	0.617796
nwd6	NLR_HIC	5	pseudopauciseta	0.151407	0.112750	0.184199	0.612110
nwd6	NLR_HIC	5	pseudocomata	0.151407	0.111268	0.187741	0.592667
nwdp-2	NLR_HIC	3	pauciseta	NA	NA	NA	NA
nwdp-2	NLR_HIC	3	comata	NA	NA	NA	NA
nwdp-2	NLR_HIC	3	bellae-mahoneyi	NA	NA	NA	NA
nwdp-2	NLR_HIC	3	pseudoanserina	NA	NA	NA	NA
nwdp-2	NLR_HIC	3	pseudopauciseta	NA	NA	NA	NA
nwdp-2	NLR_HIC	3	pseudocomata	NA	NA	NA	NA
het-d	NLR_HIC	2	pauciseta	NA	NA	NA	NA
het-d	NLR_HIC	2	comata	NA	NA	NA	NA
het-d	NLR_HIC	2	bellae-mahoneyi	NA	NA	NA	NA
het-d	NLR_HIC	2	pseudoanserina	NA	NA	NA	NA
het-d	NLR_HIC	2	pseudopauciseta	NA	NA	NA	NA
het-d	NLR_HIC	2	pseudocomata	NA	NA	NA	NA
hnwd1	NLR_HIC	4	pauciseta	0.000701	0.000903	0.000000	NA
hnwd1	NLR_HIC	4	comata	0.066947	0.042165	0.110134	0.382851
hnwd1	NLR_HIC	4	bellae-mahoneyi	0.060638	0.034096	0.113178	0.301259
hnwd1	NLR_HIC	4	pseudoanserina	0.050824	0.033924	0.091876	0.369233
hnwd1	NLR_HIC	4	pseudopauciseta	0.062390	0.038591	0.108443	0.355864
hnwd1	NLR_HIC	4	pseudocomata	0.111111	0.015249	0.029488	0.517126
het-r	NLR_HIC	2	pauciseta	0.015703	0.009749	0.032407	0.300836
het-r	NLR_HIC	2	comata	0.019720	0.012539	0.036999	0.338893
het-r	NLR_HIC	2	bellae-mahoneyi	0.031763	0.021823	0.050900	0.428750
het-r	NLR_HIC	2	pseudoanserina	0.034618	0.019491	0.066443	0.293348
het-r	NLR_HIC	2	pseudopauciseta	0.036046	0.021352	0.064848	0.329266
het-r	NLR_HIC	2	pseudocomata	0.018201	0.013009	0.030785	0.422580
Pa_2_8180	NLR_HIC	2	pauciseta	0.042206	0.031371	0.040559	0.773454
Pa_2_8180	NLR_HIC	2	comata	0.039041	0.030252	0.034524	0.876261
Pa_2_8180	NLR_HIC	2	bellae-mahoneyi	0.078545	0.055458	0.072039	0.769839
Pa_2_8180	NLR_HIC	2	pseudoanserina	0.041667	0.029988	0.042895	0.699084
Pa_2_8180	NLR_HIC	2	pseudopauciseta	0.043699	0.034138	0.045638	0.748029
Pa_2_8180	NLR_HIC	2	pseudocomata	0.046796	0.033261	0.058676	0.566852
Pa_3_8560	NLR_HIC	3	pauciseta	NA	NA	NA	NA
Pa_3_8560	NLR_HIC	3	comata	0.033811	0.021760	0.062115	0.350319
Pa_3_8560	NLR_HIC	3	bellae-mahoneyi	0.031762	0.013784	0.085420	0.161367
Pa_3_8560	NLR_HIC	3	pseudoanserina	0.032798	0.017778	0.076696	0.231795
Pa_3_8560	NLR_HIC	3	pseudopauciseta	0.028005	0.015987	0.054720	0.292158
Pa_3_8560	NLR_HIC	3	pseudocomata	0.031421	0.016437	0.072378	0.227101
