Ortholog	Species	Method	Ka	Ks	KaKs	p_val	Length	S_Sites	N_Sites	Fold_Sites	Substitutions	S_Substitutions	N_Substitutions	Fold_S_Substitutions	Fold_N_Substitutions	Divergence_Time	Substitution_Rate_Ratio	GC	ML_Score	AICc	Akaike_Weight	Model
Pa_3_11500	bellae-mahoneyi	MA	0.0139301	0.030579	0.455543	0.00466541	2799	818.427	1980.57	NA	51	24.2579	26.7421	NA	NA	0.0187982	3.99498:3.65407:2.61939:2.70775:0.60523:1	0.276833(0.289054:0.266206:0.275239)	-4085.64	NA	NA	NA
Pa_3_11500	pseudoanserina	MA	0.0145525	0.0181034	0.803857	0.403069	2820	853.421	1966.58	NA	43	15.0752	27.9248	NA	NA	0.0156271	6.87275:5.15968:3.62192:3.57437:1.33446:1	0.280375(0.292774:0.269926:0.278427)	-4074.88	NA	NA	NA
Pa_3_11500	pauciseta	MA	0.00903416	0.00663617	1.36135	0.496092	2820	866.687	1953.31	NA	23	5.65364	17.3464	NA	NA	0.00829717	7.59585:4.61797:3.29055:3.08711:4.55821:1	0.282501(0.295962:0.269394:0.282147)	-3967.3	NA	NA	NA
Pa_3_11500	pseudopauciseta	MA	0.0123735	0.0170569	0.725428	0.285885	2820	856.725	1963.27	NA	38	14.2729	23.7271	NA	NA	0.0137964	6.3224:4.72599:3.18777:3.09681:1.34193:1	0.28073(0.294368:0.269394:0.278427)	-4049.42	NA	NA	NA
Pa_3_11500	pseudocomata	MA	0.0103886	0.0119333	0.870554	0.691659	2820	848.199	1971.8	NA	30	9.92139	20.0786	NA	NA	0.0108532	12.3373:9.65295:7.54239:7.55992:1.63348:1	0.281438(0.294899:0.268863:0.280553)	-4004.43	NA	NA	NA
Pa_3_11500	comata	MA	0.0122429	0.0137874	0.88798	0.712091	2814	827.007	1986.99	NA	35	11.1697	23.8303	NA	NA	0.0126968	5.80208:5.45363:4.19493:4.13947:1.99805:1	0.255048(0.263549:0.244421:0.257173)	-4033.04	NA	NA	NA
Pa_3_1600	bellae-mahoneyi	MA	0.00116355	0.0387995	0.0299887	1.564e-16	3384	685.171	2698.83	NA	28	25.042	2.95803	NA	NA	0.00878384	3.96012:6.43966:1.76488:1.85007:1.13933:1	0.285946(0.279451:0.212135:0.366253)	-4557.31	NA	NA	NA
Pa_3_1600	pseudoanserina	MA	0.00281614	0.0452022	0.0623008	2.43809e-15	3384	721.145	2662.86	NA	38	30.8931	7.1069	NA	NA	0.0118488	8.50654:12.5065:3.98469:4.07556:0.585415:1	0.284765(0.279008:0.212578:0.36271)	-4607.2	NA	NA	NA
Pa_3_1600	pauciseta	MA	0.0022411	0.0452896	0.0494837	2.07341e-16	3384	630.668	2753.33	NA	33	27.1374	5.86258	NA	NA	0.0102639	3.28343:7.89191:0.579429:0.602799:0.876187:1	0.28388(0.279008:0.211249:0.361382)	-4585.27	NA	NA	NA
Pa_3_1600	pseudopauciseta	MA	0.00309945	0.0493391	0.0628193	3.61742e-17	3384	689.437	2694.56	NA	40	32.1151	7.8849	NA	NA	0.0125201	5.34854:9.19893:2.16663:2.12335:0.60522:1	0.284913(0.279008:0.212135:0.363596)	-4620.39	NA	NA	NA
Pa_3_1600	pseudocomata	MA	0.00193125	0.0403331	0.0478825	2.53037e-14	3384	674.593	2709.41	NA	31	25.9999	5.00012	NA	NA	0.00958658	7.43175:14.5648:1.90726:1.95036:0.756979:1	0.285061(0.279008:0.211692:0.364482)	-4569.08	NA	NA	NA
Pa_3_1600	comata	MA	0.00227668	0.0471592	0.0482766	4.72827e-17	3384	632.43	2751.57	NA	34	28.0982	5.90179	NA	NA	0.0106647	3.50437:7.49631:1.77873:1.72689:1.89901:1	0.265279(0.259079:0.199291:0.337467)	-4591.53	NA	NA	NA
Pa_3_2640	comata	MA	0.0378835	0.0375195	1.0097	0.999999	1206	330.762	875.238	NA	44	11.9832	32.0168	NA	NA	0.0377836	4.22989:4.5089:2.79131:2.7932:0.450571:1	0.253909(0.262963:0.220988:0.277778)	-1822.46	NA	NA	NA
Pa_3_2640	pseudoanserina	MA	0.0359641	0.0466696	0.77061	0.395599	1203	330.874	872.126	NA	45	14.8456	30.1544	NA	NA	0.0389085	5.04769:5.66773:3.08472:3.0771:0.523549:1	0.257202(0.264198:0.223457:0.283951)	-1822.94	NA	NA	NA
Pa_3_2640	pauciseta	MA	0.0364137	0.0287605	1.2661	0.580595	1206	309.669	896.331	NA	40	8.57503	31.425	NA	NA	0.0344485	2.03335:2.48739:1.33123:1.33514:0.768987:1	0.263374(0.269136:0.228395:0.292593)	-1856.69	NA	NA	NA
Pa_3_2640	pseudopauciseta	MA	0.0329774	0.0412084	0.80026	0.480262	1206	333.043	872.957	NA	41	13.236	27.764	NA	NA	0.0352505	4.8096:6.39545:2.67248:2.65935:0.660762:1	0.260494(0.267901:0.22716:0.28642)	-1810.44	NA	NA	NA
Pa_3_2640	bellae-mahoneyi	MA	0.0374222	0.0456117	0.820451	0.504981	690	194.066	495.934	NA	26	8.39617	17.6038	NA	NA	0.0397256	4.58283:4.38156:2.63285:2.6115:0.317543:1	0.147325(0.159259:0.124691:0.158025)	-1071.19	NA	NA	NA
Pa_3_4200	bellae-mahoneyi	MA	0.00089074	0.0334901	0.0265971	0	1401	226.44	1174.56	NA	8	7.03012	0.969885	NA	NA	0.00615968	15.3868:15.4523:24.7445:25.2288:0.01:1	0.292023(0.272436:0.189103:0.41453)	-1795.31	NA	NA	NA
Pa_3_4200	pseudoanserina	MA	4.24584e-05	0.0424584	0.001	0	1401	225.601	1175.4	NA	9	8.95335	0.0466476	NA	NA	0.00687264	2.96806:3.35554:1.28437:1.29327:0.01:1	0.292023(0.272436:0.189103:0.41453)	-1796.79	NA	NA	NA
Pa_3_4200	pauciseta	MA	3.22965e-05	0.0322965	0.001	0	1401	193.829	1207.17	NA	6	5.96286	0.0371368	NA	NA	0.00449606	1.59997:2.58225:0.71207:0.722971:0.01:1	0.291667(0.272436:0.189103:0.413462)	-1784.32	NA	NA	NA
Pa_3_4200	pseudopauciseta	MA	4.45701e-05	0.0445701	0.001	0	1401	295.438	1105.56	NA	12	11.9553	0.044738	NA	NA	0.00943395	4.59771:2.17019:1.34053:1.35701:0.01:1	0.291667(0.272436:0.189103:0.413462)	-1807.88	NA	NA	NA
Pa_3_4200	pseudocomata	MA	2.68337e-05	0.0268337	0.001	0	1401	280.254	1120.75	NA	7	6.97212	0.0278818	NA	NA	0.00538924	3.51726:2.02977:0.915174:0.915174:0.01:1	0.291667(0.272436:0.189103:0.413462)	-1787.42	NA	NA	NA
Pa_3_4200	comata	MA	0.00083244	0.0517912	0.016073	0	1401	208.335	1192.66	NA	11	10.0731	0.926866	NA	NA	0.00841024	10.8279:18.4241:16.4506:16.7112:0.01:1	0.261396(0.248932:0.175214:0.360043)	-1816.1	NA	NA	NA
Pa_3_4260	bellae-mahoneyi	MA	0.00421384	0.0404515	0.10417	1.04474e-09	2856	573.502	2282.5	NA	31	21.9145	9.08552	NA	NA	0.0114906	4.95236:5.9439:3.74711:4.21186:0.01:1	0.289962(0.289087:0.233998:0.3468)	-3926.62	NA	NA	NA
Pa_3_4260	pseudoanserina	MA	0.0034065	0.0384409	0.0886165	3.82489e-10	2856	567.199	2288.8	NA	28	20.6248	7.37524	NA	NA	0.0103643	26.7124:26.7296:23.0866:23.9546:0.01:1	0.290311(0.288562:0.233998:0.348374)	-3908.61	NA	NA	NA
Pa_3_4260	pauciseta	MA	0.0051529	0.0282796	0.182213	1.02694e-05	2856	583.102	2272.9	NA	27	15.7871	11.2129	NA	NA	0.00987461	6.05191:5.64625:4.01444:4.18302:0.01:1	0.289612(0.287513:0.233998:0.347324)	-3912.98	NA	NA	NA
Pa_3_4260	pseudopauciseta	MA	0.00343776	0.0344851	0.0996884	5.45312e-09	2856	565.677	2290.32	NA	26	18.5235	7.47648	NA	NA	0.00958719	24.9368:23.1607:21.9664:22.5419:0.01:1	0.290136(0.288562:0.233998:0.347849)	-3899.53	NA	NA	NA
Pa_3_4260	pseudocomata	MA	0.00340231	0.0544463	0.0624893	4.78762e-15	2856	566.731	2289.27	NA	36	28.7443	7.25567	NA	NA	0.0135312	7.11099:7.11392:6.70401:7.0409:0.467349:1	0.288388(0.287513:0.233998:0.343652)	-3953.95	NA	NA	NA
Pa_3_4260	comata	MA	0.00670368	0.0387272	0.1731	9.52432e-08	2856	582.678	2273.32	NA	36	21.4881	14.5119	NA	NA	0.0132371	5.64479:5.69261:3.90232:4.10082:0.01:1	0.289262(0.288038:0.233998:0.34575)	-3961.92	NA	NA	NA
Pa_3_5080	bellae-mahoneyi	MA	0.00386299	0.0246968	0.156417	2.73099e-05	2235	459.087	1775.91	NA	18	11.2144	6.78558	NA	NA	0.00814242	1.56981:1.38953:1.20884:1.30321:0.270894:1	0.270331(0.275469:0.199062:0.336461)	-3024.62	NA	NA	NA
Pa_3_5080	pseudoanserina	MA	0.00264433	0.0268403	0.098521	1.16992e-06	2235	512.906	1722.09	NA	18	13.5258	4.47417	NA	NA	0.00819702	5.00152:4.89889:2.88805:2.91478:0.26132:1	0.269437(0.275469:0.197721:0.335121)	-3018.24	NA	NA	NA
Pa_3_5080	pauciseta	MA	0.00112279	0.0154573	0.0726381	2.1159e-05	2235	457.707	1777.29	NA	9	7.01997	1.98003	NA	NA	0.00405836	2.21829:2.20518:2.0111:2.13393:0.01:1	0.269884(0.276139:0.197051:0.336461)	-2965.67	NA	NA	NA
Pa_3_5080	pseudopauciseta	MA	0.00265323	0.0291795	0.0909277	2.79672e-07	2235	506.739	1728.26	NA	19	14.5026	4.49745	NA	NA	0.0086675	5.15513:5.35357:3.03246:3.05919:0.262361:1	0.26966(0.275469:0.197721:0.335791)	-3020.37	NA	NA	NA
Pa_3_5080	pseudocomata	MA	0.000764265	0.0336175	0.0227341	3.39859e-10	2235	446.205	1788.8	NA	16	14.6636	1.33643	NA	NA	0.00732323	18.388:19.6552:23.1891:23.8279:0.01:1	0.268767(0.275469:0.197051:0.33378)	-2999.79	NA	NA	NA
Pa_3_5080	comata	MA	0.00119187	0.0190366	0.0626091	2.96852e-05	2235	474.136	1760.86	NA	11	8.9248	2.0752	NA	NA	0.00497748	3.01516:2.68107:2.53522:2.66987:0.01:1	0.2605(0.265416:0.189008:0.327078)	-2979.91	NA	NA	NA
Pa_3_5390	bellae-mahoneyi	MA	0.00781282	0.0377803	0.206796	0.00230773	1035	241.029	793.971	NA	15	8.92218	6.07782	NA	NA	0.0147916	1.59522:2.60705:1.49999:2.37438:2.33784:1	0.272158(0.290462:0.206647:0.319364)	-1438.05	NA	NA	NA
Pa_3_5390	pseudoanserina	MA	0.00579547	0.0489331	0.118437	1.69692e-05	1035	243.965	791.035	NA	16	11.5605	4.43948	NA	NA	0.0159637	9.42287:14.501:10.6464:16.3748:8.43012:1	0.271676(0.291908:0.206647:0.316474)	-1434.65	NA	NA	NA
Pa_3_5390	pauciseta	MA	0.0195285	0.0281263	0.694313	0.316438	1035	254.478	780.522	NA	22	7.02973	14.9703	NA	NA	0.0216425	1.74683:1.93374:1.38537:1.4193:0.456968:1	0.27264(0.293353:0.203757:0.320809)	-1478.85	NA	NA	NA
Pa_3_5390	pseudopauciseta	MA	0.00572619	0.0450725	0.127044	5.03313e-05	1035	241.334	793.666	NA	15	10.5797	4.42026	NA	NA	0.0149007	10.6912:14.4644:12.8023:18.2092:7.89816:1	0.272158(0.291908:0.206647:0.317919)	-1432.34	NA	NA	NA
Pa_3_5390	pseudocomata	MA	0.00514712	0.0247964	0.207575	0.002641	1035	249.124	785.876	NA	10	6.043	3.957	NA	NA	0.0098767	0.103577:3.59924:0.315342:0.533847:2.94734:1	0.273603(0.291908:0.206647:0.322254)	-1407.03	NA	NA	NA
Pa_3_5390	comata	MA	0.013041	0.0157442	0.828308	0.735712	1035	252.842	782.158	NA	14	3.92999	10.07	NA	NA	0.0137014	0.769209:1.77761:0.525729:0.56219:0.96281:1	0.25(0.258671:0.195087:0.296243)	-1432.38	NA	NA	NA
Pa_3_5460	bellae-mahoneyi	MA	0.00958095	0.0445456	0.215082	4.3581e-05	1704	342.659	1361.34	NA	27	14.5592	12.4408	NA	NA	0.016612	3.73089:3.89861:2.47992:2.32966:0.604208:1	0.267135(0.258348:0.214411:0.328647)	-2387.22	NA	NA	NA
Pa_3_5460	pseudoanserina	MA	0.00928049	0.0177773	0.52204	0.20508	1704	328.818	1375.18	NA	18	5.65456	12.3454	NA	NA	0.0109201	4.16028:4.96381:2.70774:2.61099:1.65208:1	0.270064(0.260984:0.216169:0.33304)	-2345.47	NA	NA	NA
Pa_3_5460	pauciseta	MA	0.0102116	0.0268298	0.380607	0.0146524	1704	326.116	1377.88	NA	22	8.4352	13.5648	NA	NA	0.0133921	4.1899:3.83004:3.26397:3.1884:2.29273:1	0.267135(0.258348:0.214411:0.328647)	-2368.98	NA	NA	NA
Pa_3_5460	pseudopauciseta	MA	0.00854588	0.0278144	0.307246	0.00655619	1704	322.429	1381.57	NA	20	8.63367	11.3663	NA	NA	0.0121919	3.35452:3.59396:2.78941:2.8307:1.6644:1	0.268893(0.260105:0.21529:0.331283)	-2355.6	NA	NA	NA
Pa_3_5460	pseudocomata	MA	0.00607093	0.0181705	0.334109	0.0300236	1704	314.505	1389.49	NA	14	5.65404	8.34596	NA	NA	0.00830414	3.35328:3.34695:2.57985:2.57938:1.2733:1	0.2686(0.260984:0.21529:0.329525)	-2256.17	NA	NA	NA
Pa_3_5460	comata	MA	0.00784154	0.0350807	0.223529	0.000458911	1704	316.515	1387.49	NA	21	10.6068	10.3932	NA	NA	0.0129012	4.43526:7.74411:4.30134:3.83593:1.29033:1	0.213825(0.217926:0.163445:0.260105)	-2353.91	NA	NA	NA
Pa_3_5540	bellae-mahoneyi	MA	0.011284	0.0344549	0.327502	0.00197967	1563	403.904	1159.1	NA	26	13.4031	12.5969	NA	NA	0.0172717	14.2384:13.2091:14.5231:15.4944:1.66574:1	0.249042(0.266284:0.203065:0.277778)	-2267.74	NA	NA	NA
Pa_3_5540	pseudoanserina	MA	0.0123416	0.0408868	0.301847	0.000813779	1563	367.602	1195.4	NA	29	14.6349	14.3651	NA	NA	0.0190551	10.3414:9.64802:10.8476:10.8767:4.70377:1	0.246169(0.262452:0.201149:0.274904)	-2239.18	NA	NA	NA
Pa_3_5540	pauciseta	MA	0.00638143	0.0412771	0.1546	1.9459e-06	1563	437.437	1125.56	NA	24	17.1699	6.83014	NA	NA	0.0161477	10.2919:5.63992:5.3258:5.26836:5.54048:1	0.249681(0.269157:0.201149:0.278736)	-2244.97	NA	NA	NA
Pa_3_5540	pseudopauciseta	MA	0.0111982	0.0401665	0.278795	0.000713687	1563	350.747	1212.25	NA	27	13.7504	13.2496	NA	NA	0.0176989	8.62187:8.1472:10.5272:10.5517:7.39948:1	0.247446(0.264368:0.201149:0.27682)	-2232.53	NA	NA	NA
Pa_3_5540	pseudocomata	MA	0.0070276	0.0318451	0.220681	0.000152569	1563	422.262	1140.74	NA	21	13.1565	7.84348	NA	NA	0.0137323	7.6932:7.43531:4.5979:4.65051:0.231361:1	0.250319(0.271073:0.203065:0.27682)	-2196	NA	NA	NA
Pa_3_5540	comata	MA	0.00464385	0.0190441	0.243848	0.0104519	1563	431.323	1131.68	NA	13	7.92784	5.07216	NA	NA	0.0086177	3.83601:2.66974:2.16484:2.40548:0.36082:1	0.240102(0.260536:0.194444:0.265326)	-2200.25	NA	NA	NA
Pa_3_7600	bellae-mahoneyi	MA	0.00408801	0.0201137	0.203245	0.00381243	1521	455.166	1065.83	NA	13	8.80803	4.19197	NA	NA	0.00888376	7.34927:3.96929:1.62876:1.62876:0.687288:1	0.561644(0.580235:0.47456:0.630137)	-2129.18	NA	NA	NA
Pa_3_7600	pseudoanserina	MA	0.00301429	0.0257326	0.117139	2.45586e-05	1527	502.552	1024.45	NA	15	12.1086	2.89139	NA	NA	0.0104911	7.90753:2.01983:0.84831:0.941475:0.966572:1	0.562948(0.582192:0.476517:0.630137)	-2140.46	NA	NA	NA
Pa_3_7600	pauciseta	MA	0.00409723	0.0263661	0.155398	0.000210851	1527	364.489	1162.51	NA	14	9.36061	4.63939	NA	NA	0.00941272	9.06378:8.54583:11.116:11.9775:2.08401:1	0.564253(0.58317:0.476517:0.633072)	-2143.87	NA	NA	NA
Pa_3_7600	pseudopauciseta	MA	0.00287675	0.0325105	0.0884869	9.02208e-07	1527	459.196	1067.8	NA	17	14.0989	2.90107	NA	NA	0.0117881	4.86733:2.19991:0.963593:1.00302:0.386839:1	0.563601(0.582192:0.476517:0.632094)	-2150.4	NA	NA	NA
Pa_3_7600	pseudocomata	MA	0.00924879	0.0252018	0.36699	0.0348273	1527	402.988	1124.01	NA	20	9.88335	10.1167	NA	NA	0.0134589	15.3745:13.3609:9.47363:9.47363:2.39855:1	0.562296(0.581213:0.477495:0.62818)	-2177.85	NA	NA	NA
Pa_3_7600	comata	MA	0.00883393	0.0209345	0.42198	0.0554167	1527	421.873	1105.13	NA	18	8.54942	9.45058	NA	NA	0.012177	6.62434:4.30659:2.50068:2.26717:1.86181:1	0.563275(0.581213:0.475538:0.633072)	-2167.03	NA	NA	NA
Pa_3_8350	bellae-mahoneyi	MA	0.0143315	0.037033	0.386994	0.00768144	1662	432.379	1229.62	NA	33	15.7102	17.2898	NA	NA	0.0202374	2.15304:1.41166:1.35683:1.27423:0.785014:1	0.266607(0.260323:0.236086:0.303411)	-2400.07	NA	NA	NA
Pa_3_8350	pseudoanserina	MA	0.00181731	0.0218113	0.0833199	0.000114494	1638	407.683	1230.32	NA	11	8.78984	2.21016	NA	NA	0.00679363	20.3509:22.9155:24.6697:24.7588:9.80388:1	0.264512(0.254937:0.235189:0.303411)	-2245.82	NA	NA	NA
Pa_3_8350	pauciseta	MA	0.000900409	0.015986	0.056325	0.000455002	1662	507.228	1154.77	NA	9	7.97709	1.02291	NA	NA	0.00550439	10.4594:4.76854:1.95972:1.95972:0.01:1	0.270197(0.261221:0.241472:0.307899)	-2258.09	NA	NA	NA
Pa_3_8350	pseudopauciseta	MA	0.0018055	0.018237	0.0990018	0.000638212	1638	436.344	1201.66	NA	10	7.85767	2.14233	NA	NA	0.00618268	4.99548:5.83134:3.46511:3.30539:0.864285:1	0.264213(0.254937:0.235189:0.302513)	-2241.45	NA	NA	NA
Pa_3_8350	pseudocomata	MA	0.0026448	0.0249442	0.106028	6.61982e-05	1665	441.073	1223.93	NA	14	10.8174	3.18265	NA	NA	0.0085521	4.6655:4.71544:4.36163:4.72779:0.01:1	0.269599(0.262118:0.243268:0.303411)	-2294.58	NA	NA	NA
Pa_3_8350	comata	MA	0.00879219	0.0100027	0.878986	0.765011	1659	460.984	1198.02	NA	15	4.56715	10.4329	NA	NA	0.00912854	9.71283:6.95922:5.61444:5.96656:0.01:1	0.224716(0.222621:0.201077:0.250449)	-2299.19	NA	NA	NA
Pa_3_8630	bellae-mahoneyi	MA	0.00723135	0.026691	0.270929	0.00340717	1161	310.792	850.208	NA	14	8.04063	5.95937	NA	NA	0.0124406	3.07717:1.86855:1.09185:1.13004:0.969147:1	0.278729(0.284841:0.239609:0.311736)	-1636.53	NA	NA	NA
Pa_3_8630	pseudoanserina	MA	0.00479943	0.0444148	0.108059	7.75869e-06	1218	325.356	892.644	NA	18	13.8839	4.11614	NA	NA	0.0153816	3.26462:2.71153:1.69391:1.69391:0.249318:1	0.289324(0.290954:0.256724:0.320293)	-1732.83	NA	NA	NA
Pa_3_8630	pauciseta	MA	0.00432926	0.022542	0.192053	0.00168262	1221	322.73	898.27	NA	11	7.16822	3.83178	NA	NA	0.00914318	2.98505:1.11277:1.03288:1.29626:0.01:1	0.293806(0.295844:0.257946:0.327628)	-1609.05	NA	NA	NA
Pa_3_8630	pseudopauciseta	MA	0.00493763	0.0390755	0.126361	4.06432e-05	1218	340.863	877.137	NA	17	12.8286	4.17139	NA	NA	0.0144913	8.71739:6.63639:3.14534:3.14534:0.01:1	0.289731(0.290954:0.256724:0.321516)	-1724.21	NA	NA	NA
Pa_3_8630	pseudocomata	MA	0.00335507	0.0381517	0.0879403	2.63921e-06	1221	303.995	917.005	NA	14	11.0648	2.93519	NA	NA	0.0120185	1.19421:0.931448:0.675987:0.675987:0.804789:1	0.294621(0.297066:0.259169:0.327628)	-1715.48	NA	NA	NA
Pa_3_8630	comata	MA	0.00452012	0.0181065	0.249641	0.00860425	1179	287.945	891.055	NA	9	5.07751	3.92249	NA	NA	0.00783829	1.81698:1.70518:1.61597:1.1651:1.59201:1	0.158924(0.167482:0.138142:0.171149)	-1637.74	NA	NA	NA
Pa_3_9200	bellae-mahoneyi	MA	0.00350583	0.0615978	0.0569149	1.30168e-12	2016	344.49	1671.51	NA	26	20.3736	5.62636	NA	NA	0.0134325	7.81846:9.98083:10.4183:8.85848:11.6346:1	0.292779(0.268546:0.216617:0.393175)	-2682.6	NA	NA	NA
Pa_3_9200	pseudoanserina	MA	0.00417894	0.0443248	0.0942801	1.54361e-08	2019	353.345	1665.65	NA	22	15.2309	6.76911	NA	NA	0.0112049	9.486:10.6834:12.0865:11.5418:10.3795:1	0.292779(0.267804:0.215875:0.394659)	-2665.59	NA	NA	NA
Pa_3_9200	pauciseta	MA	0.00425885	0.0271119	0.157084	3.63143e-05	2019	378.001	1641	NA	17	10.1074	6.89264	NA	NA	0.00853743	2.68576:3.07295:2.04571:2.12364:0.50136:1	0.295005(0.267804:0.216617:0.400593)	-2637.2	NA	NA	NA
Pa_3_9200	pseudopauciseta	MA	0.00478307	0.0438167	0.109161	5.08547e-08	2019	357.503	1661.5	NA	23	15.2588	7.7412	NA	NA	0.0116947	9.38071:10.4201:12.1539:11.8901:9.45892:1	0.292779(0.267804:0.215875:0.394659)	-2672.81	NA	NA	NA
Pa_3_9200	pseudocomata	MA	0.00477484	0.0437911	0.109037	5.71148e-08	2019	360.291	1658.71	NA	23	15.3131	7.68691	NA	NA	0.0117373	9.7562:11.24:11.8843:11.4505:8.60572:1	0.294016(0.267804:0.215134:0.39911)	-2673.51	NA	NA	NA
Pa_3_9200	comata	MA	0.00513352	0.0545742	0.0940649	2.54096e-09	2016	333.909	1682.09	NA	26	17.6408	8.35924	NA	NA	0.0133224	4.74026:10.0162:5.31501:4.52622:6.60744:1	0.21365(0.197329:0.16543:0.27819)	-2682.39	NA	NA	NA
Pa_4_1100	bellae-mahoneyi	MA	0.0173134	0.0628675	0.275396	1.28693e-05	1569	393.998	1175	NA	43	23.6095	19.3905	NA	NA	0.0287527	3.33565:3.49458:2.7479:2.79318:0.560481:1	0.284591(0.312264:0.214151:0.327358)	-2317.56	NA	NA	NA
Pa_4_1100	pseudoanserina	MA	0.0166677	0.0480499	0.346883	0.000684156	1575	391.931	1183.07	NA	37	18.0745	18.9255	NA	NA	0.024477	6.19062:7.09008:5.50185:5.55876:0.487035:1	0.284277(0.310377:0.211321:0.331132)	-2297.81	NA	NA	NA
Pa_4_1100	pauciseta	MA	0.00182999	0.00954472	0.191728	0.0452058	1575	416.823	1158.18	NA	6	3.91458	2.08542	NA	NA	0.00387169	6.05364:6.0069:2.57459:2.57459:0.01:1	0.288994(0.316038:0.214151:0.336792)	-2130.44	NA	NA	NA
Pa_4_1100	pseudopauciseta	MA	0.0151049	0.0664419	0.22734	4.40843e-07	1572	399.687	1172.31	NA	42	25.1979	16.8021	NA	NA	0.0281575	5.50915:6.63805:3.99312:4.33684:0.28386:1	0.284277(0.313208:0.213208:0.326415)	-2308.66	NA	NA	NA
Pa_4_1100	pseudocomata	MA	0.0181016	0.0427106	0.423821	0.00667662	1575	401.791	1173.21	NA	37	16.5361	20.4639	NA	NA	0.0243795	3.66152:3.84365:2.23619:2.30159:0.152978:1	0.287421(0.312264:0.214151:0.335849)	-2304.01	NA	NA	NA
Pa_4_1100	comata	MA	0.00087556	1.75112e-05	50	0	1575	429.145	1145.86	NA	1	0.0074347	0.992565	NA	NA	0.000641765	30:16.7777:16.5378:16.5378:0.01:1	0.242138(0.262264:0.184906:0.279245)	-2095.33	NA	NA	NA
Pa_4_2540	bellae-mahoneyi	MA	0.00396702	0.0582976	0.0680477	1.14528e-11	1686	392.903	1293.1	NA	27	22.0597	4.94035	NA	NA	0.0166282	1.77803:2.16841:1.08384:1.10059:0.379485:1	0.286856(0.287744:0.228242:0.344583)	-2311.19	NA	NA	NA
Pa_4_2540	pseudoanserina	MA	0.00381706	0.0392708	0.0971983	1.98613e-07	1686	374.377	1311.62	NA	19	14.1735	4.82652	NA	NA	0.0116896	2.58756:3.01641:1.85375:1.4292:1.07108:1	0.288632(0.287744:0.22913:0.349023)	-2339.32	NA	NA	NA
Pa_4_2540	pauciseta	MA	0.00467293	0.0358131	0.130481	1.75884e-05	1686	371.528	1314.47	NA	19	12.9991	6.00093	NA	NA	0.011535	2.39732:4.13064:1.33129:1.41953:0.99291:1	0.289816(0.287744:0.230018:0.351687)	-2343.11	NA	NA	NA
Pa_4_2540	pseudopauciseta	MA	0.00459412	0.0337031	0.136312	7.12435e-06	1686	372.403	1313.6	NA	18	12.1554	5.84456	NA	NA	0.0110237	2.5278:3.14943:1.80159:1.35941:0.977613:1	0.288928(0.287744:0.22913:0.349911)	-2336.14	NA	NA	NA
Pa_4_2540	pseudocomata	MA	0.00390928	0.0246086	0.158858	0.000706944	1686	367.273	1318.73	NA	14	8.91495	5.08505	NA	NA	0.00841836	2.56822:4.75651:1.19691:1.19691:0.696673:1	0.28952(0.287744:0.22913:0.351687)	-2312.51	NA	NA	NA
Pa_4_2540	comata	MA	0.00245858	0.0394372	0.0623417	7.29728e-08	1686	383.059	1302.94	NA	18	14.8509	3.14912	NA	NA	0.0108601	9.34957:13.7531:4.84386:4.90126:0.01:1	0.2164(0.217584:0.166963:0.264654)	-2328.26	NA	NA	NA
Pa_4_280	bellae-mahoneyi	MA	0.00870619	0.0304607	0.285817	0.000733758	1806	445.875	1360.12	NA	25	13.3556	11.6444	NA	NA	0.0140771	1.48925:1.45081:0.980998:0.933304:0.27962:1	0.255243(0.278974:0.213576:0.273179)	-2547.87	NA	NA	NA
Pa_4_280	pseudoanserina	MA	0.0117215	0.0577892	0.202832	1.43449e-07	1809	543.774	1265.23	NA	44	29.8925	14.1075	NA	NA	0.0255692	8.48334:5.35663:2.3353:2.3798:0.381018:1	0.253587(0.27649:0.215232:0.26904)	-2622.16	NA	NA	NA
Pa_4_280	pauciseta	MA	0.0099556	0.0227322	0.437952	0.036323	1809	499.237	1309.76	NA	24	11.1681	12.8319	NA	NA	0.0134816	5.94625:4.79539:2.61036:2.60354:0.222128:1	0.254415(0.275662:0.21606:0.271523)	-2542.86	NA	NA	NA
Pa_4_280	pseudopauciseta	MA	0.0132394	0.0717563	0.184505	1.46012e-09	1809	511.11	1297.89	NA	51	34.7287	16.2713	NA	NA	0.0297727	5.34171:3.70901:1.63451:2.44045:0.172615:1	0.253311(0.277318:0.21606:0.266556)	-2648.87	NA	NA	NA
Pa_4_280	pseudocomata	MA	0.0118278	0.0308271	0.383683	0.010976	1809	486.401	1322.6	NA	30	14.6822	15.3178	NA	NA	0.0169363	3.97727:3.53824:1.95754:2.0965:0.01:1	0.254415(0.278146:0.214404:0.270695)	-2567.55	NA	NA	NA
Pa_4_280	comata	MA	0.0123105	0.0366112	0.336251	0.00199904	1809	474.141	1334.86	NA	33	16.9522	16.0478	NA	NA	0.0186798	4.60576:3.9965:2.44324:2.61444:0.284893:1	0.23096(0.245861:0.199503:0.247517)	-2588.35	NA	NA	NA
Pa_4_290	bellae-mahoneyi	MA	0.0039507	0.0442798	0.0892213	9.42128e-06	1185	192.575	992.425	NA	12	8.22032	3.77968	NA	NA	0.0105046	2.51378:5.31215:1.46116:0.938537:0.434529:1	0.300084(0.271465:0.236111:0.392677)	-1589.84	NA	NA	NA
